id_oferta,id_curso,id_municipio,modalidade_graduacao,turno_graduacao,categoria_administrativa
12758,38,2904902,Presencial,Vespertino,Pública Federal
12759,1,3552205,Presencial,Integral,Pública Federal
12760,1,3552205,Presencial,Matutino,Pública Federal
12761,1,3552205,Presencial,Noturno,Pública Federal
12762,1,3552205,Presencial,Vespertino,Pública Federal
12763,93,4204608,Presencial,Matutino,Privada sem fins lucrativos
12764,93,4204608,Presencial,Noturno,Privada sem fins lucrativos
12765,93,4204608,Presencial,Integral,Privada sem fins lucrativos
12766,93,4204608,Presencial,Vespertino,Privada sem fins lucrativos
12767,86,5201108,Presencial,Noturno,Privada sem fins lucrativos
12768,86,5201108,Presencial,Matutino,Privada sem fins lucrativos
12769,86,5201108,Presencial,Integral,Privada sem fins lucrativos
12770,84,3541406,Presencial,Matutino,Privada sem fins lucrativos
12771,84,3541406,Presencial,Noturno,Privada sem fins lucrativos
12772,105,3552205,Presencial,Noturno,Privada sem fins lucrativos
12773,105,3552205,Presencial,Matutino,Privada sem fins lucrativos
12774,26,3552205,Presencial,Matutino,Privada sem fins lucrativos
12775,26,3552205,Presencial,Noturno,Privada sem fins lucrativos
12776,26,3552205,Presencial,Vespertino,Privada sem fins lucrativos
12777,83,2507507,Presencial,Noturno,Privada com fins lucrativos
12778,83,2507507,Presencial,Matutino,Privada com fins lucrativos
12779,83,2507507,Presencial,Integral,Privada com fins lucrativos
12780,1,3200607,Presencial,Noturno,Privada com fins lucrativos
12781,22,3503307,Presencial,Matutino,Privada sem fins lucrativos
12782,22,3503307,Presencial,Noturno,Privada sem fins lucrativos
12783,22,3503307,Presencial,Integral,Privada sem fins lucrativos
12784,22,3503307,Presencial,Vespertino,Privada sem fins lucrativos
12785,86,3509601,Presencial,Matutino,Privada com fins lucrativos
12786,86,3509601,Presencial,Noturno,Privada com fins lucrativos
12787,86,3509601,Presencial,Integral,Privada com fins lucrativos
12788,86,3509601,Presencial,Vespertino,Privada com fins lucrativos
12789,85,4108304,Presencial,Noturno,Privada com fins lucrativos
12790,85,4108304,Presencial,Integral,Privada com fins lucrativos
12791,85,4108304,Presencial,Matutino,Privada com fins lucrativos
12792,85,4108304,Presencial,Vespertino,Privada com fins lucrativos
12793,94,4113700,Presencial,Noturno,Privada com fins lucrativos
12794,94,4113700,Presencial,Integral,Privada com fins lucrativos
12795,86,4113700,Presencial,Matutino,Privada com fins lucrativos
12796,86,4113700,Presencial,Noturno,Privada com fins lucrativos
12797,100,3304557,Presencial,Noturno,Pública Federal
12798,100,3304557,Presencial,Integral,Pública Federal
12799,100,3304557,Presencial,Matutino,Pública Federal
12800,100,3304557,Presencial,Vespertino,Pública Federal
12801,83,4314100,Presencial,Noturno,Privada sem fins lucrativos
12802,83,4314100,Presencial,Matutino,Privada sem fins lucrativos
12803,83,4314100,Presencial,Vespertino,Privada sem fins lucrativos
12804,86,4314100,Presencial,Matutino,Privada sem fins lucrativos
12805,86,4314100,Presencial,Noturno,Privada sem fins lucrativos
12806,94,4314100,Presencial,Vespertino,Privada sem fins lucrativos
12807,94,4314100,Presencial,Matutino,Privada sem fins lucrativos
12808,94,4314100,Presencial,Noturno,Privada sem fins lucrativos
12809,94,4314100,Presencial,Integral,Privada sem fins lucrativos
12810,94,3167202,Presencial,Noturno,Privada sem fins lucrativos
12811,94,3167202,Presencial,Integral,Privada sem fins lucrativos
12812,94,3167202,Presencial,Matutino,Privada sem fins lucrativos
12813,94,3167202,Presencial,Vespertino,Privada sem fins lucrativos
12814,103,4314902,Presencial,Noturno,Privada sem fins lucrativos
12815,103,4314902,Presencial,Integral,Privada sem fins lucrativos
12816,103,4314902,Presencial,Matutino,Privada sem fins lucrativos
12817,18,2607901,Presencial,Matutino,Privada com fins lucrativos
12818,18,2607901,Presencial,Noturno,Privada com fins lucrativos
12819,18,2607901,Presencial,Vespertino,Privada com fins lucrativos
12820,18,2607901,Presencial,Integral,Privada com fins lucrativos
12821,38,3552205,Presencial,Noturno,Privada com fins lucrativos
12822,38,3552205,Presencial,Matutino,Privada com fins lucrativos
12823,38,3552205,Presencial,Integral,Privada com fins lucrativos
12824,38,3552205,Presencial,Vespertino,Privada com fins lucrativos
12825,83,4304606,Presencial,Noturno,Privada sem fins lucrativos
12826,83,4304606,Presencial,Matutino,Privada sem fins lucrativos
12827,103,4106902,Presencial,Matutino,Privada com fins lucrativos
12828,103,4106902,Presencial,Noturno,Privada com fins lucrativos
12829,103,4106902,Presencial,Integral,Privada com fins lucrativos
12830,103,4106902,Presencial,Vespertino,Privada com fins lucrativos
12831,81,3170206,Presencial,Noturno,Pública Federal
12832,81,3170206,Presencial,Integral,Pública Federal
12833,81,3170206,Presencial,Matutino,Pública Federal
12834,81,3170206,Presencial,Vespertino,Pública Federal
12835,803,3170206,Presencial,Noturno,Pública Federal
12836,803,3170206,Presencial,Matutino,Pública Federal
12837,803,3170206,Presencial,Integral,Pública Federal
12838,87,3548708,EAD,Matutino,Privada sem fins lucrativos
12839,87,3548708,EAD,Noturno,Privada sem fins lucrativos
12840,87,3548708,EAD,Vespertino,Privada sem fins lucrativos
12841,106,3548708,EAD,Noturno,Privada sem fins lucrativos
12842,106,3548708,EAD,Matutino,Privada sem fins lucrativos
12843,106,3548708,EAD,Vespertino,Privada sem fins lucrativos
12844,106,3548708,EAD,Integral,Privada sem fins lucrativos
12845,18,3529005,Presencial,Matutino,Privada com fins lucrativos
12846,18,3529005,Presencial,Noturno,Privada com fins lucrativos
12847,18,3529005,Presencial,Integral,Privada com fins lucrativos
12848,18,3529005,Presencial,Vespertino,Privada com fins lucrativos
12849,1,3170206,Presencial,Noturno,Pública Federal
12850,1,3170206,Presencial,Matutino,Pública Federal
12851,1,3170206,Presencial,Vespertino,Pública Federal
12852,1,3170206,Presencial,Integral,Pública Federal
12853,104,2408102,Presencial,Vespertino,Privada com fins lucrativos
12854,104,2408102,Presencial,Noturno,Privada com fins lucrativos
12855,104,2408102,Presencial,Matutino,Privada com fins lucrativos
12856,104,2408102,Presencial,Integral,Privada com fins lucrativos
12857,81,2408102,Presencial,Matutino,Privada com fins lucrativos
12858,81,2408102,Presencial,Noturno,Privada com fins lucrativos
12859,106,5002704,EAD,Noturno,Privada sem fins lucrativos
12860,106,5002704,EAD,Matutino,Privada sem fins lucrativos
12861,106,5002704,EAD,Vespertino,Privada sem fins lucrativos
12862,106,5002704,EAD,Integral,Privada sem fins lucrativos
12863,87,5002704,EAD,Integral,Privada sem fins lucrativos
12864,87,5002704,EAD,Matutino,Privada sem fins lucrativos
12865,87,5002704,EAD,Noturno,Privada sem fins lucrativos
12866,87,5002704,EAD,Vespertino,Privada sem fins lucrativos
12867,94,3518701,Presencial,Noturno,Privada sem fins lucrativos
12868,94,3518701,Presencial,Matutino,Privada sem fins lucrativos
12869,86,2408003,Presencial,Matutino,Privada com fins lucrativos
12870,86,2408003,Presencial,Noturno,Privada com fins lucrativos
12871,86,2408003,Presencial,Vespertino,Privada com fins lucrativos
12872,86,2408003,Presencial,Integral,Privada com fins lucrativos
12873,94,4302105,Presencial,Integral,Pública Federal
12874,94,4302105,Presencial,Noturno,Pública Federal
12875,94,4302105,Presencial,Matutino,Pública Federal
12876,94,4302105,Presencial,Vespertino,Pública Federal
12877,85,4318705,Presencial,Integral,Privada sem fins lucrativos
12878,85,4318705,Presencial,Matutino,Privada sem fins lucrativos
12879,85,4318705,Presencial,Noturno,Privada sem fins lucrativos
12880,804,2806701,Presencial,Noturno,Pública Federal
12881,804,2806701,Presencial,Vespertino,Pública Federal
12882,804,2806701,Presencial,Matutino,Pública Federal
12883,804,2806701,Presencial,Integral,Pública Federal
12884,13,3552205,Presencial,Noturno,Privada com fins lucrativos
12885,13,3552205,Presencial,Matutino,Privada com fins lucrativos
12886,13,3552205,Presencial,Integral,Privada com fins lucrativos
12887,81,2806701,Presencial,Matutino,Pública Federal
12888,81,2806701,Presencial,Noturno,Pública Federal
12889,81,2806701,Presencial,Integral,Pública Federal
12890,81,2806701,Presencial,Vespertino,Pública Federal
12891,87,5300108,Presencial,Noturno,Privada sem fins lucrativos
12892,87,5300108,Presencial,Matutino,Privada sem fins lucrativos
12893,87,5300108,Presencial,Vespertino,Privada sem fins lucrativos
12894,22,3551702,Presencial,Noturno,Privada com fins lucrativos
12895,22,3551702,Presencial,Matutino,Privada com fins lucrativos
12896,22,3551702,Presencial,Vespertino,Privada com fins lucrativos
12897,1,2918001,Presencial,Vespertino,Privada com fins lucrativos
12898,26,4205407,Presencial,Integral,Pública Federal
12899,26,4205407,Presencial,Matutino,Pública Federal
12900,26,4205407,Presencial,Noturno,Pública Federal
12901,26,4205407,Presencial,Vespertino,Pública Federal
12902,81,4205407,Presencial,Vespertino,Pública Federal
12903,81,4205407,Presencial,Noturno,Pública Federal
12904,81,4205407,Presencial,Matutino,Pública Federal
12905,81,4205407,Presencial,Integral,Pública Federal
12906,804,3205309,Presencial,Noturno,Pública Federal
12907,804,3205309,Presencial,Matutino,Pública Federal
12908,804,3205309,Presencial,Vespertino,Pública Federal
12909,803,3205309,Presencial,Noturno,Pública Federal
12910,803,3205309,Presencial,Matutino,Pública Federal
12911,803,3205309,Presencial,Vespertino,Pública Federal
12912,803,3205309,Presencial,Integral,Pública Federal
12913,804,2408102,Presencial,Noturno,Pública Federal
12914,804,2408102,Presencial,Matutino,Pública Federal
12915,804,2408102,Presencial,Vespertino,Pública Federal
12916,804,2408102,Presencial,Integral,Pública Federal
12917,1,2203909,Presencial,Matutino,Pública Federal
12918,1,2203909,Presencial,Noturno,Pública Federal
12919,1,2203909,Presencial,Vespertino,Pública Federal
12920,1,2203909,Presencial,Integral,Pública Federal
12921,2,5213103,Presencial,Noturno,Pública Municipal
12922,2,5213103,Presencial,Matutino,Pública Municipal
12923,2,5213103,Presencial,Integral,Pública Municipal
12924,2,5213103,Presencial,Vespertino,Pública Municipal
12925,803,5101803,Presencial,Noturno,Pública Federal
12926,803,5101803,Presencial,Vespertino,Pública Federal
12927,803,5101803,Presencial,Integral,Pública Federal
12928,803,5101803,Presencial,Matutino,Pública Federal
12929,38,2211001,Presencial,Vespertino,Privada com fins lucrativos
12930,26,2408102,Presencial,Matutino,Pública Federal
12931,26,2408102,Presencial,Noturno,Pública Federal
12932,26,2408102,Presencial,Vespertino,Pública Federal
12933,26,2408102,Presencial,Integral,Pública Federal
12934,26,1302603,Presencial,Noturno,Pública Federal
12935,26,1302603,Presencial,Integral,Pública Federal
12936,26,1302603,Presencial,Matutino,Pública Federal
12937,26,1302603,Presencial,Vespertino,Pública Federal
12938,81,3304557,Presencial,Noturno,Pública Federal
12939,81,3304557,Presencial,Integral,Pública Federal
12940,81,3304557,Presencial,Vespertino,Pública Federal
12941,81,3304557,Presencial,Matutino,Pública Federal
12942,1,3549409,Presencial,Noturno,Privada com fins lucrativos
12943,1,3549409,Presencial,Matutino,Privada com fins lucrativos
12944,22,3549409,Presencial,Noturno,Privada com fins lucrativos
12945,22,3549409,Presencial,Matutino,Privada com fins lucrativos
12946,100,2408102,Presencial,Noturno,Pública Federal
12947,100,2408102,Presencial,Matutino,Pública Federal
12948,100,2408102,Presencial,Integral,Pública Federal
12949,100,2408102,Presencial,Vespertino,Pública Federal
12950,105,3545803,Presencial,Noturno,Privada com fins lucrativos
12951,105,3545803,Presencial,Integral,Privada com fins lucrativos
12952,105,3545803,Presencial,Matutino,Privada com fins lucrativos
12953,18,5103403,Presencial,Noturno,Pública Federal
12954,18,5103403,Presencial,Matutino,Pública Federal
12955,18,5103403,Presencial,Integral,Pública Federal
12956,18,5103403,Presencial,Vespertino,Pública Federal
12957,105,3550308,Presencial,Noturno,Privada sem fins lucrativos
12958,105,3550308,Presencial,Matutino,Privada sem fins lucrativos
12959,105,3550308,Presencial,Integral,Privada sem fins lucrativos
12960,105,3550308,Presencial,Vespertino,Privada sem fins lucrativos
12961,84,4128104,Presencial,Integral,Privada com fins lucrativos
12962,84,4128104,Presencial,Noturno,Privada com fins lucrativos
12963,84,4128104,Presencial,Matutino,Privada com fins lucrativos
12964,803,3548500,Presencial,Noturno,Privada com fins lucrativos
12965,803,3548500,Presencial,Matutino,Privada com fins lucrativos
12966,38,4304606,EAD,Noturno,Privada sem fins lucrativos
12967,38,4304606,EAD,Matutino,Privada sem fins lucrativos
12968,38,4304606,EAD,Vespertino,Privada sem fins lucrativos
12969,38,4304606,EAD,Integral,Privada sem fins lucrativos
12970,18,3302403,Presencial,Noturno,Privada com fins lucrativos
12971,18,3302403,Presencial,Matutino,Privada com fins lucrativos
12972,18,3302403,Presencial,Vespertino,Privada com fins lucrativos
12973,18,3302403,Presencial,Integral,Privada com fins lucrativos
12974,29,2408003,Presencial,Noturno,Pública Estadual
12975,29,2408003,Presencial,Vespertino,Pública Estadual
12976,29,2408003,Presencial,Integral,Pública Estadual
12977,29,2408003,Presencial,Matutino,Pública Estadual
12978,1,3302205,Presencial,Vespertino,Privada sem fins lucrativos
12979,93,4217204,Presencial,Matutino,Privada sem fins lucrativos
12980,93,4217204,Presencial,Noturno,Privada sem fins lucrativos
12981,93,4217204,Presencial,Integral,Privada sem fins lucrativos
12982,101,4310207,Presencial,Integral,Privada sem fins lucrativos
12983,101,4310207,Presencial,Noturno,Privada sem fins lucrativos
12984,101,4310207,Presencial,Matutino,Privada sem fins lucrativos
12985,1,3151800,Presencial,Noturno,Privada com fins lucrativos
12986,1,3151800,Presencial,Matutino,Privada com fins lucrativos
12987,1,3151800,Presencial,Vespertino,Privada com fins lucrativos
12988,1,3151800,Presencial,Integral,Privada com fins lucrativos
12989,38,2303709,Presencial,Vespertino,Privada com fins lucrativos
12990,38,2303709,Presencial,Matutino,Privada com fins lucrativos
12991,38,2303709,Presencial,Noturno,Privada com fins lucrativos
12992,38,2303709,Presencial,Integral,Privada com fins lucrativos
12993,38,2304400,Presencial,Noturno,Privada sem fins lucrativos
12994,38,2304400,Presencial,Matutino,Privada sem fins lucrativos
12995,38,2304400,Presencial,Vespertino,Privada sem fins lucrativos
12996,38,2304400,Presencial,Integral,Privada sem fins lucrativos
12997,85,5002704,Presencial,Matutino,Privada sem fins lucrativos
12998,85,5002704,Presencial,Noturno,Privada sem fins lucrativos
12999,85,5002704,Presencial,Integral,Privada sem fins lucrativos
13000,100,4205407,Presencial,Matutino,Pública Estadual
13001,100,4205407,Presencial,Noturno,Pública Estadual
13002,100,4205407,Presencial,Integral,Pública Estadual
13003,100,4205407,Presencial,Vespertino,Pública Estadual
13004,88,3549904,Presencial,Matutino,Privada sem fins lucrativos
13005,88,3549904,Presencial,Noturno,Privada sem fins lucrativos
13006,88,3549904,Presencial,Integral,Privada sem fins lucrativos
13007,88,3549904,Presencial,Vespertino,Privada sem fins lucrativos
13008,86,3518800,Presencial,Matutino,Privada sem fins lucrativos
13009,86,3518800,Presencial,Integral,Privada sem fins lucrativos
13010,86,3518800,Presencial,Noturno,Privada sem fins lucrativos
13011,87,3541406,Presencial,Noturno,Privada sem fins lucrativos
13012,87,3541406,Presencial,Matutino,Privada sem fins lucrativos
13013,87,3541406,Presencial,Integral,Privada sem fins lucrativos
13014,93,2504009,Presencial,Matutino,Privada com fins lucrativos
13015,93,2504009,Presencial,Noturno,Privada com fins lucrativos
13016,18,5102504,Presencial,Noturno,Privada com fins lucrativos
13017,18,5102504,Presencial,Matutino,Privada com fins lucrativos
13018,18,5102504,Presencial,Integral,Privada com fins lucrativos
13019,18,5102504,Presencial,Vespertino,Privada com fins lucrativos
13020,18,4202008,Presencial,Noturno,Privada com fins lucrativos
13021,18,4202008,Presencial,Vespertino,Privada com fins lucrativos
13022,18,4202008,Presencial,Matutino,Privada com fins lucrativos
13023,18,4202008,Presencial,Integral,Privada com fins lucrativos
13024,18,1100023,Presencial,Noturno,Privada com fins lucrativos
13025,18,1100023,Presencial,Matutino,Privada com fins lucrativos
13026,18,1100023,Presencial,Integral,Privada com fins lucrativos
13027,18,1100023,Presencial,Vespertino,Privada com fins lucrativos
13028,38,4305108,Presencial,Matutino,Privada com fins lucrativos
13029,38,4305108,Presencial,Noturno,Privada com fins lucrativos
13030,38,2207702,Presencial,Noturno,Privada sem fins lucrativos
13031,38,2207702,Presencial,Matutino,Privada sem fins lucrativos
13032,38,2207702,Presencial,Integral,Privada sem fins lucrativos
13033,38,2207702,Presencial,Vespertino,Privada sem fins lucrativos
13034,18,3548708,Presencial,Integral,Privada com fins lucrativos
13035,18,3548708,Presencial,Vespertino,Privada com fins lucrativos
13036,18,3543402,Presencial,Vespertino,Privada sem fins lucrativos
13037,18,3548906,Presencial,Noturno,Privada com fins lucrativos
13038,18,3548906,Presencial,Integral,Privada com fins lucrativos
13039,18,3548906,Presencial,Matutino,Privada com fins lucrativos
13040,18,3548906,Presencial,Vespertino,Privada com fins lucrativos
13041,18,2919207,Presencial,Vespertino,Privada com fins lucrativos
13042,18,2919207,Presencial,Noturno,Privada com fins lucrativos
13043,18,2919207,Presencial,Matutino,Privada com fins lucrativos
13044,18,2923803,Presencial,Noturno,Privada com fins lucrativos
13045,18,2923803,Presencial,Vespertino,Privada com fins lucrativos
13046,18,2923803,Presencial,Integral,Privada com fins lucrativos
13047,18,2923803,Presencial,Matutino,Privada com fins lucrativos
13048,86,3530607,EAD,Matutino,Privada com fins lucrativos
13049,86,3530607,EAD,Noturno,Privada com fins lucrativos
13050,86,3530607,EAD,Vespertino,Privada com fins lucrativos
13051,86,3530607,EAD,Integral,Privada com fins lucrativos
13052,1,3530607,EAD,Matutino,Privada com fins lucrativos
13053,1,3530607,EAD,Noturno,Privada com fins lucrativos
13054,1,3530607,EAD,Vespertino,Privada com fins lucrativos
13055,1,3530607,EAD,Integral,Privada com fins lucrativos
13056,22,3522604,Presencial,Matutino,Privada com fins lucrativos
13057,22,3522604,Presencial,Noturno,Privada com fins lucrativos
13058,22,3522604,Presencial,Integral,Privada com fins lucrativos
13059,22,3522604,Presencial,Vespertino,Privada com fins lucrativos
13060,1,4213500,Presencial,Matutino,Privada com fins lucrativos
13061,1,4213500,Presencial,Noturno,Privada com fins lucrativos
13062,38,4115200,Presencial,Matutino,Privada com fins lucrativos
13063,38,4115200,Presencial,Noturno,Privada com fins lucrativos
13064,38,4115200,Presencial,Integral,Privada com fins lucrativos
13065,1,3555109,Presencial,Noturno,Privada sem fins lucrativos
13066,1,3555109,Presencial,Matutino,Privada sem fins lucrativos
13067,1,3555109,Presencial,Integral,Privada sem fins lucrativos
13068,1,5100201,Presencial,Matutino,Privada com fins lucrativos
13069,1,5100201,Presencial,Vespertino,Privada com fins lucrativos
13070,1,5100201,Presencial,Noturno,Privada com fins lucrativos
13071,38,3139409,Presencial,Noturno,Privada com fins lucrativos
13072,38,3139409,Presencial,Matutino,Privada com fins lucrativos
13073,38,3139409,Presencial,Integral,Privada com fins lucrativos
13074,1,4316907,Presencial,Vespertino,Privada sem fins lucrativos
13075,803,3552205,Presencial,Noturno,Privada com fins lucrativos
13076,803,3552205,Presencial,Matutino,Privada com fins lucrativos
13077,1,3162500,Presencial,Noturno,Privada com fins lucrativos
13078,1,3162500,Presencial,Matutino,Privada com fins lucrativos
13079,1,3162500,Presencial,Vespertino,Privada com fins lucrativos
13080,1,3162500,Presencial,Integral,Privada com fins lucrativos
13081,22,3162500,Presencial,Noturno,Privada com fins lucrativos
13082,22,3162500,Presencial,Vespertino,Privada com fins lucrativos
13083,22,3162500,Presencial,Integral,Privada com fins lucrativos
13084,22,3162500,Presencial,Matutino,Privada com fins lucrativos
13085,1,2103000,Presencial,Integral,Privada com fins lucrativos
13086,1,2103000,Presencial,Vespertino,Privada com fins lucrativos
13087,1,3201308,Presencial,Vespertino,Privada com fins lucrativos
13088,1,3524105,Presencial,Noturno,Privada sem fins lucrativos
13089,1,3524105,Presencial,Matutino,Privada sem fins lucrativos
13090,1,3524105,Presencial,Vespertino,Privada sem fins lucrativos
13091,1,3524105,Presencial,Integral,Privada sem fins lucrativos
13092,1,4103453,Presencial,Noturno,Privada com fins lucrativos
13093,1,4103453,Presencial,Matutino,Privada com fins lucrativos
13094,1,4103453,Presencial,Integral,Privada com fins lucrativos
13095,1,4103453,Presencial,Vespertino,Privada com fins lucrativos
13096,1,1400100,Presencial,Noturno,Pública Federal
13097,1,1400100,Presencial,Integral,Pública Federal
13098,1,1400100,Presencial,Matutino,Pública Federal
13099,1,1400100,Presencial,Vespertino,Pública Federal
13100,38,2927408,Presencial,Noturno,Pública Federal
13101,38,2927408,Presencial,Matutino,Pública Federal
13102,38,2927408,Presencial,Integral,Pública Federal
13103,38,2927408,Presencial,Vespertino,Pública Federal
13104,84,4202404,Presencial,Vespertino,Pública Municipal
13105,84,4202404,Presencial,Integral,Pública Municipal
13106,84,4202404,Presencial,Noturno,Pública Municipal
13107,84,4202404,Presencial,Matutino,Pública Municipal
13108,1,3523107,Presencial,Noturno,Privada com fins lucrativos
13109,1,3523107,Presencial,Integral,Privada com fins lucrativos
13110,1,3523107,Presencial,Matutino,Privada com fins lucrativos
13111,1,3523107,Presencial,Vespertino,Privada com fins lucrativos
13112,1,5218003,Presencial,Noturno,Privada com fins lucrativos
13113,1,5218003,Presencial,Matutino,Privada com fins lucrativos
13114,1,5218003,Presencial,Vespertino,Privada com fins lucrativos
13115,1,5218003,Presencial,Integral,Privada com fins lucrativos
13116,1,2613909,Presencial,Noturno,Pública Federal
13117,1,2613909,Presencial,Matutino,Pública Federal
13118,1,2613909,Presencial,Vespertino,Pública Federal
13119,1,2613909,Presencial,Integral,Pública Federal
13120,1,2607208,Presencial,Noturno,Privada sem fins lucrativos
13121,1,2607208,Presencial,Matutino,Privada sem fins lucrativos
13122,1,2607208,Presencial,Integral,Privada sem fins lucrativos
13123,26,4208906,Presencial,Vespertino,Privada sem fins lucrativos
13124,26,4208906,Presencial,Matutino,Privada sem fins lucrativos
13125,26,4208906,Presencial,Noturno,Privada sem fins lucrativos
13126,26,4208906,Presencial,Integral,Privada sem fins lucrativos
13127,22,3140902,Presencial,Matutino,Privada com fins lucrativos
13128,22,3140902,Presencial,Noturno,Privada com fins lucrativos
13129,22,3140902,Presencial,Integral,Privada com fins lucrativos
13130,22,3140902,Presencial,Vespertino,Privada com fins lucrativos
13131,1,2516201,Presencial,Noturno,Pública Federal
13132,1,2516201,Presencial,Vespertino,Pública Federal
13133,1,2516201,Presencial,Matutino,Pública Federal
13134,85,4128104,Presencial,Noturno,Privada com fins lucrativos
13135,85,4128104,Presencial,Vespertino,Privada com fins lucrativos
13136,85,4128104,Presencial,Integral,Privada com fins lucrativos
13137,85,4128104,Presencial,Matutino,Privada com fins lucrativos
13138,85,4203006,Presencial,Noturno,Privada sem fins lucrativos
13139,85,4203006,Presencial,Matutino,Privada sem fins lucrativos
13140,85,4203006,Presencial,Vespertino,Privada sem fins lucrativos
13141,93,4308607,Presencial,Matutino,Privada com fins lucrativos
13142,93,4308607,Presencial,Noturno,Privada com fins lucrativos
13143,93,4308607,Presencial,Integral,Privada com fins lucrativos
13144,86,4308607,Presencial,Noturno,Privada com fins lucrativos
13145,86,4308607,Presencial,Matutino,Privada com fins lucrativos
13146,86,4308607,Presencial,Integral,Privada com fins lucrativos
13147,94,3125101,Presencial,Noturno,Privada sem fins lucrativos
13148,94,3125101,Presencial,Matutino,Privada sem fins lucrativos
13149,94,3125101,Presencial,Integral,Privada sem fins lucrativos
13150,94,3125101,Presencial,Vespertino,Privada sem fins lucrativos
13151,86,3125101,Presencial,Noturno,Privada sem fins lucrativos
13152,86,3125101,Presencial,Matutino,Privada sem fins lucrativos
13153,86,3125101,Presencial,Integral,Privada sem fins lucrativos
13154,1,3152501,Presencial,Noturno,Privada com fins lucrativos
13155,1,3152501,Presencial,Vespertino,Privada com fins lucrativos
13156,1,3152501,Presencial,Matutino,Privada com fins lucrativos
13157,1,3152501,Presencial,Integral,Privada com fins lucrativos
13158,87,3526803,Presencial,Matutino,Privada sem fins lucrativos
13159,87,3526803,Presencial,Noturno,Privada sem fins lucrativos
13160,38,2611606,Presencial,Noturno,Privada com fins lucrativos
13161,38,2611606,Presencial,Integral,Privada com fins lucrativos
13162,38,2611606,Presencial,Matutino,Privada com fins lucrativos
13163,38,2611606,Presencial,Vespertino,Privada com fins lucrativos
13164,86,3505906,Presencial,Matutino,Privada sem fins lucrativos
13165,86,3505906,Presencial,Noturno,Privada sem fins lucrativos
13166,86,3505906,Presencial,Vespertino,Privada sem fins lucrativos
13167,86,3505906,Presencial,Integral,Privada sem fins lucrativos
13168,88,3543402,Presencial,Vespertino,Privada sem fins lucrativos
13169,88,3543402,Presencial,Noturno,Privada sem fins lucrativos
13170,88,3543402,Presencial,Matutino,Privada sem fins lucrativos
13171,88,3543402,Presencial,Integral,Privada sem fins lucrativos
13172,101,5201108,Presencial,Matutino,Privada sem fins lucrativos
13173,101,5201108,Presencial,Integral,Privada sem fins lucrativos
13174,101,5201108,Presencial,Vespertino,Privada sem fins lucrativos
13175,22,3536505,Presencial,Noturno,Privada com fins lucrativos
13176,22,3536505,Presencial,Vespertino,Privada com fins lucrativos
13177,22,3536505,Presencial,Integral,Privada com fins lucrativos
13178,94,5300108,Presencial,Noturno,Privada com fins lucrativos
13179,94,5300108,Presencial,Matutino,Privada com fins lucrativos
13180,94,5300108,Presencial,Integral,Privada com fins lucrativos
13181,81,3538709,Presencial,Matutino,Privada com fins lucrativos
13182,81,3538709,Presencial,Noturno,Privada com fins lucrativos
13183,81,3538709,Presencial,Integral,Privada com fins lucrativos
13184,22,4205407,Presencial,Integral,Privada com fins lucrativos
13185,22,4205407,Presencial,Noturno,Privada com fins lucrativos
13186,22,4205407,Presencial,Matutino,Privada com fins lucrativos
13187,22,4205407,Presencial,Vespertino,Privada com fins lucrativos
13188,22,4204608,Presencial,Noturno,Privada com fins lucrativos
13189,22,4204608,Presencial,Matutino,Privada com fins lucrativos
13190,22,4204608,Presencial,Vespertino,Privada com fins lucrativos
13191,22,4204608,Presencial,Integral,Privada com fins lucrativos
13192,38,3542602,Presencial,Noturno,Privada com fins lucrativos
13193,38,3542602,Presencial,Vespertino,Privada com fins lucrativos
13194,38,3542602,Presencial,Matutino,Privada com fins lucrativos
13195,38,3542602,Presencial,Integral,Privada com fins lucrativos
13196,106,5300108,Presencial,Integral,Privada sem fins lucrativos
13197,106,5300108,Presencial,Noturno,Privada sem fins lucrativos
13198,93,2919207,Presencial,Matutino,Privada com fins lucrativos
13199,93,2919207,Presencial,Integral,Privada com fins lucrativos
13200,93,2919207,Presencial,Noturno,Privada com fins lucrativos
13201,26,3506003,Presencial,Noturno,Pública Estadual
13202,26,3506003,Presencial,Matutino,Pública Estadual
13203,26,3506003,Presencial,Vespertino,Pública Estadual
13204,26,3506003,Presencial,Integral,Pública Estadual
13205,88,4113700,Presencial,Noturno,Privada sem fins lucrativos
13206,88,4113700,Presencial,Matutino,Privada sem fins lucrativos
13207,88,4113700,Presencial,Integral,Privada sem fins lucrativos
13208,88,4113700,Presencial,Vespertino,Privada sem fins lucrativos
13209,94,3523107,Presencial,Matutino,Privada com fins lucrativos
13210,94,3523107,Presencial,Noturno,Privada com fins lucrativos
13211,94,3523107,Presencial,Vespertino,Privada com fins lucrativos
13212,94,3523107,Presencial,Integral,Privada com fins lucrativos
13213,1,5209101,Presencial,Noturno,Pública Municipal
13214,1,5209101,Presencial,Matutino,Pública Municipal
13215,1,5209101,Presencial,Vespertino,Pública Municipal
13216,1,5209101,Presencial,Integral,Pública Municipal
13217,22,3201209,Presencial,Integral,Privada sem fins lucrativos
13218,94,3136702,Presencial,Noturno,Privada com fins lucrativos
13219,94,3136702,Presencial,Integral,Privada com fins lucrativos
13220,94,3136702,Presencial,Matutino,Privada com fins lucrativos
13221,85,3550308,Presencial,Noturno,Privada sem fins lucrativos
13222,85,3550308,Presencial,Matutino,Privada sem fins lucrativos
