id_perfil_estudante,sexo,idade,cor_raca,ano_fim_ensino_medio,ano_ingresso_graduacao,tipo_escola_ensino_medio,primeira_geracao,escolaridade_pai,escolaridade_mae,motivacao_curso,renda_familiar,horas_trabalho,cotas
1,F,-1,Branca,-1,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
2,F,-1,Branca,-1,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
3,F,-1,Branca,-1,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4,F,17,Branca,-1,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
5,F,18,Branca,-1,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
6,F,18,Branca,-1,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
7,F,18,Branca,-1,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
8,F,18,Branca,-1,2000,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
9,F,18,Branca,-1,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
10,F,18,Branca,-1,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
11,F,18,Branca,-1,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
12,F,18,Branca,-1,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
13,F,19,Branca,1939,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
14,F,19,Branca,1944,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
15,F,19,Branca,1944,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
16,F,19,Branca,1945,2004,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
17,F,19,Branca,1950,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
18,F,19,Branca,1952,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
19,F,19,Branca,1954,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
20,F,19,Branca,1956,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
21,F,19,Branca,1957,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
22,F,19,Branca,1958,2007,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
23,F,19,Branca,1959,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
24,F,19,Branca,1959,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
25,F,19,Branca,1959,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
26,F,19,Branca,1959,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
27,F,19,Branca,1960,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
28,F,19,Branca,1960,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
29,F,19,Branca,1960,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
30,F,19,Branca,1960,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
31,F,19,Branca,1961,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
32,F,19,Branca,1961,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
33,F,19,Branca,1961,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
34,F,19,Branca,1962,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
35,F,19,Branca,1962,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
36,F,19,Branca,1962,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
37,F,19,Branca,1962,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
38,F,19,Branca,1963,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
39,F,19,Branca,1963,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
40,F,19,Branca,1963,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
41,F,19,Branca,1963,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
42,F,19,Branca,1964,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
43,F,19,Branca,1964,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
44,F,19,Branca,1964,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
45,F,19,Branca,1964,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
46,F,19,Branca,1965,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
47,F,19,Branca,1965,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
48,F,19,Branca,1966,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
49,F,19,Branca,1966,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
50,F,19,Branca,1966,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
51,F,19,Branca,1966,2005,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
52,F,19,Branca,1966,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
53,F,19,Branca,1966,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
54,F,19,Branca,1966,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
55,F,19,Branca,1966,2006,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
56,F,19,Branca,1967,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
57,F,19,Branca,1967,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
58,F,19,Branca,1967,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
59,F,19,Branca,1967,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
60,F,19,Branca,1967,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
61,F,19,Branca,1967,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
62,F,19,Branca,1967,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
63,F,19,Branca,1967,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
64,F,19,Branca,1967,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
65,F,19,Branca,1967,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
66,F,19,Branca,1968,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
67,F,19,Branca,1968,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
68,F,19,Branca,1968,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
69,F,19,Branca,1968,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
70,F,19,Branca,1968,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
71,F,19,Branca,1968,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
72,F,19,Branca,1968,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
73,F,19,Branca,1968,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
74,F,19,Branca,1968,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
75,F,19,Branca,1969,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
76,F,19,Branca,1969,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
77,F,19,Branca,1969,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
78,F,19,Branca,1969,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
79,F,19,Branca,1969,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
80,F,19,Branca,1969,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
81,F,19,Branca,1969,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
82,F,19,Branca,1969,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
83,F,19,Branca,1969,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
84,F,19,Branca,1969,2003,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
85,F,19,Branca,1969,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
86,F,19,Branca,1970,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
87,F,19,Branca,1970,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
88,F,19,Branca,1970,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
89,F,19,Branca,1970,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
90,F,19,Branca,1970,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
91,F,19,Branca,1970,2005,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
92,F,19,Branca,1970,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
93,F,19,Branca,1970,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
94,F,19,Branca,1970,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
95,F,19,Branca,1970,2007,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
96,F,19,Branca,1970,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
97,F,19,Branca,1970,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
98,F,19,Branca,1970,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
99,F,19,Branca,1970,1996,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
100,F,19,Branca,1970,2004,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
101,F,19,Branca,1971,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
102,F,19,Branca,1971,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
103,F,19,Branca,1971,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
104,F,19,Branca,1971,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
105,F,19,Branca,1971,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
106,F,19,Branca,1971,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
107,F,19,Branca,1971,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
108,F,19,Branca,1971,2003,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
109,F,19,Branca,1971,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
110,F,19,Branca,1971,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
111,F,19,Branca,1971,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
112,F,19,Branca,1971,2002,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
113,F,19,Branca,1971,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
114,F,19,Branca,1971,2004,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
115,F,19,Branca,1972,2007,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
116,F,19,Branca,1972,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
117,F,19,Branca,1972,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
118,F,19,Branca,1972,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
119,F,19,Branca,1972,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
120,F,19,Branca,1972,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
121,F,19,Branca,1972,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
122,F,19,Branca,1972,2004,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
123,F,19,Branca,1972,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
124,F,19,Branca,1972,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
125,F,19,Branca,1972,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
126,F,19,Branca,1972,2003,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
127,F,19,Branca,1972,1984,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
128,F,19,Branca,1972,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
129,F,19,Branca,1972,1999,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
130,F,19,Branca,1973,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
131,F,19,Branca,1973,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
132,F,19,Branca,1973,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
133,F,19,Branca,1973,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
134,F,19,Branca,1973,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
135,F,19,Branca,1973,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
136,F,19,Branca,1973,1978,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
137,F,19,Branca,1973,2002,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
138,F,19,Branca,1973,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
139,F,19,Branca,1973,2008,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
140,F,19,Branca,1973,2009,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
141,F,19,Branca,1973,2003,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
142,F,19,Branca,1973,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
143,F,19,Branca,1973,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
144,F,19,Branca,1973,2000,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
145,F,19,Branca,1973,2005,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
146,F,19,Branca,1973,1997,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
147,F,19,Branca,1973,2007,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
148,F,19,Branca,1973,2006,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
149,F,19,Branca,1973,1973,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
150,F,19,Branca,1974,2012,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
151,F,19,Branca,1974,2014,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
152,F,19,Branca,1974,2015,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
153,F,19,Branca,1974,2013,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
154,F,19,Branca,1974,2017,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
155,F,19,Branca,1974,2006,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
156,F,19,Branca,1974,1996,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
157,F,19,Branca,1974,2011,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
158,F,19,Branca,1974,2016,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
159,F,19,Branca,1974,2010,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
160,F,19,Branca,1974,2018,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
161,F,19,Branca,1974,2005,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
162,F,19,Branca,1974,2000,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
163,F,19,Branca,1974,2004,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
