id_perfil_estudante,sexo,idade,cor_raca,ano_fim_ensino_medio,ano_ingresso_graduacao,tipo_escola_ensino_medio,primeira_geracao,escolaridade_pai,escolaridade_mae,motivacao_curso,renda_familiar,horas_trabalho,cotas
705,F,22,Branca,1995,2005,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
706,F,22,Branca,1995,1999,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
707,F,22,Branca,1995,1996,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
708,F,22,Branca,1995,2003,Todo em escola pública,Sim,Nenhuma,Nenhuma,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
709,F,22,Branca,1995,2011,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
710,F,22,Branca,1995,2015,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
711,F,22,Branca,1995,2014,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
712,F,22,Branca,1995,2013,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
713,F,22,Branca,1995,2016,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
714,F,22,Branca,1995,2009,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
715,F,22,Branca,1995,2017,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
716,F,22,Branca,1995,2012,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
717,F,22,Branca,1995,2003,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
718,F,22,Branca,1995,2002,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
719,F,22,Branca,1995,2018,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
720,F,22,Branca,1995,2007,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
721,F,22,Branca,1995,2006,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
722,F,22,Branca,1995,2008,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
723,F,22,Branca,1995,2004,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
724,F,22,Branca,1995,2010,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
725,F,22,Branca,1995,2000,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
726,F,22,Branca,1995,2005,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
727,F,22,Branca,1995,1996,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
728,F,22,Branca,1995,1997,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
729,F,22,Branca,1995,2001,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
730,F,22,Branca,1995,1999,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
731,F,22,Branca,1996,2014,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
732,F,22,Branca,1996,2015,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
733,F,22,Branca,1996,2017,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
734,F,22,Branca,1996,2012,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
735,F,22,Branca,1996,2002,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
736,F,22,Branca,1996,2013,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
737,F,22,Branca,1996,2016,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
738,F,22,Branca,1996,2011,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
739,F,22,Branca,1996,2004,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
740,F,22,Branca,1996,2010,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
741,F,22,Branca,1996,1996,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
742,F,22,Branca,1996,2009,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
743,F,22,Branca,1996,2003,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
744,F,22,Branca,1996,2005,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
745,F,22,Branca,1996,2018,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
746,F,22,Branca,1996,1999,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
747,F,22,Branca,1996,2008,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
748,F,22,Branca,1996,2007,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
749,F,22,Branca,1996,1997,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
750,F,22,Branca,1996,2006,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
751,F,22,Branca,1996,1998,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
752,F,22,Branca,1996,2022,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
753,F,22,Branca,1996,2000,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
754,F,22,Branca,1996,2001,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
755,F,22,Branca,1996,2097,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
756,F,22,Branca,1997,2014,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
757,F,22,Branca,1997,2010,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
758,F,22,Branca,1997,2013,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
759,F,22,Branca,1997,2003,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
760,F,22,Branca,1997,2016,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
761,F,22,Branca,1997,2015,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
762,F,22,Branca,1997,2011,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
763,F,22,Branca,1997,2012,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
764,F,22,Branca,1997,2017,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
765,F,22,Branca,1997,2002,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
766,F,22,Branca,1997,2008,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
767,F,22,Branca,1997,2004,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
768,F,22,Branca,1997,2009,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
769,F,22,Branca,1997,1997,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
770,F,22,Branca,1997,2005,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
771,F,22,Branca,1997,2006,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
772,F,22,Branca,1997,2007,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
773,F,22,Branca,1997,2018,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
774,F,22,Branca,1997,1998,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
775,F,22,Branca,1997,2001,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
776,F,22,Branca,1997,1999,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
777,F,22,Branca,1997,2000,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
778,F,22,Branca,1997,2098,Todo em escola pública,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
779,F,22,Branca,1997,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
780,F,22,Branca,1997,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
781,F,22,Branca,1997,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
782,F,22,Branca,1997,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
783,F,22,Branca,1997,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
784,F,22,Branca,1997,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
785,F,22,Branca,1997,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
786,F,22,Branca,1997,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
787,F,22,Branca,1997,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
788,F,22,Branca,1997,2005,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
789,F,22,Branca,1997,2000,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
790,F,22,Branca,1997,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
791,F,22,Branca,1997,2002,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
792,F,22,Branca,1997,1999,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
793,F,22,Branca,1997,2007,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
794,F,22,Branca,1997,2001,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
795,F,22,Branca,1997,2003,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
796,F,22,Branca,1997,2006,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
797,F,22,Branca,1997,2008,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
798,F,22,Branca,1997,1997,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
799,F,22,Branca,1997,2004,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
800,F,22,Branca,1997,1998,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
801,F,22,Branca,1998,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
802,F,22,Branca,1998,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
803,F,22,Branca,1998,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
804,F,22,Branca,1998,2008,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
805,F,22,Branca,1998,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
806,F,22,Branca,1998,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
807,F,22,Branca,1998,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
808,F,22,Branca,1998,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
809,F,22,Branca,1998,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
810,F,22,Branca,1998,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
811,F,22,Branca,1998,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
812,F,22,Branca,1998,2001,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
813,F,22,Branca,1998,2005,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
814,F,22,Branca,1998,2006,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
815,F,22,Branca,1998,1999,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
816,F,22,Branca,1998,2003,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
817,F,22,Branca,1998,2000,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
818,F,22,Branca,1998,2004,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
819,F,22,Branca,1998,2007,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
820,F,22,Branca,1998,2002,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
821,F,22,Branca,1998,1998,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
822,F,22,Branca,1998,2099,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
823,F,22,Branca,1999,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
824,F,22,Branca,1999,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
825,F,22,Branca,1999,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
826,F,22,Branca,1999,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
827,F,22,Branca,1999,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
828,F,22,Branca,1999,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
829,F,22,Branca,1999,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
830,F,22,Branca,1999,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
831,F,22,Branca,1999,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
832,F,22,Branca,1999,2000,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
833,F,22,Branca,1999,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
834,F,22,Branca,1999,2007,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
835,F,22,Branca,1999,2008,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
836,F,22,Branca,1999,2002,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
